price,bedrooms,bathrooms,living_square,total_square,floors,view,condition,yr_built,yr_renovated
70824000.0,4,2.25,24623.655913978495,57526.88172043011,2.0,0,4,56,56
58174906.24,5,2.5,34193.54838709677,148451.61290322582,2.0,0,4,24,24
69008000.0,7,3.5,37311.82795698925,174881.72043010753,2.0,0,4,35,35
45327360.0,4,3.0,16559.139784946237,44516.12903225807,1.5,0,5,112,112
134384000.0,5,2.25,30107.52688172043,90774.19354838709,2.0,4,3,51,13
22518400.0,3,1.0,11290.322580645161,106193.54838709677,1.0,0,3,61,61
22881600.0,3,1.75,15913.978494623656,73118.27956989247,1.0,0,4,46,46
49032000.0,3,2.0,10860.21505376344,64225.8064516129,1.0,0,5,72,72
35593600.0,3,1.75,17849.462365591397,88258.06451612903,1.0,0,4,49,49
43584000.0,5,2.25,29677.41935483871,68279.56989247313,1.0,0,3,57,57
11186560.0,2,1.0,11182.79569892473,220688.17204301077,1.0,3,3,65,25
34867200.0,4,1.75,23870.967741935485,69892.47311827957,2.0,3,4,50,50
14302816.0,3,1.0,13655.913978494624,80645.16129032258,1.0,0,3,61,61
53390400.0,3,3.25,31827.956989247312,423333.3333333333,2.0,0,3,25,25
14927520.0,3,2.0,14301.075268817205,94064.51612903226,1.0,0,3,29,29
25945991.04,2,1.75,13010.752688172042,11182.79569892473,2.0,0,3,0,0
19976000.0,4,2.5,22795.698924731183,72623.6559139785,2.0,0,3,17,17
18051040.0,3,1.75,22473.11827956989,129311.82795698925,1.0,0,4,66,66
25424000.0,3,2.5,28817.204301075268,84258.06451612903,2.0,0,3,24,5
28329600.0,4,2.75,19247.31182795699,508064.51612903224,1.0,0,3,27,27
28329600.0,3,2.75,20967.74193548387,131612.90322580645,1.0,0,3,58,58
47942400.0,5,2.25,40215.05376344086,160354.83870967742,1.5,0,4,36,36
22518400.0,3,1.75,12258.064516129032,88849.4623655914,1.0,0,5,64,64
52082880.0,3,2.5,26666.666666666668,55236.55913978495,2.0,0,3,14,14
18886400.0,5,2.5,27741.93548387097,120967.74193548388,1.0,0,3,50,50
54116800.0,3,2.0,24623.655913978495,53774.1935483871,1.0,0,4,55,55
34140800.0,4,2.5,24946.236559139787,129483.87096774194,1.0,0,4,40,40
31162560.0,3,2.5,27204.301075268817,94838.70967741935,2.0,0,3,18,18
15980800.0,4,2.0,15053.763440860215,76774.19354838709,1.0,0,3,46,46
36102080.0,3,3.0,22150.537634408603,19892.47311827957,2.0,0,3,7,7
52017504.0,3,1.0,17634.40860215054,43010.75268817204,1.5,0,5,105,105
26949440.0,4,1.0,21075.2688172043,1016397.8494623656,1.5,0,3,35,35
27530560.0,5,2.75,32258.064516129034,270698.9247311828,1.0,0,4,53,53
68100000.0,3,1.0,14193.548387096775,91397.84946236559,1.0,0,4,61,61
52300800.0,4,2.0,18924.7311827957,48387.096774193546,1.5,0,5,108,108
44746240.0,3,3.25,22903.225806451614,24795.698924731183,2.0,1,5,91,91
18813760.0,3,2.0,14946.236559139785,76559.13978494624,1.0,0,3,27,27
39080320.0,3,1.75,15053.763440860215,41129.032258064515,1.5,0,4,110,110
43947200.0,3,2.75,34731.18279569892,102967.74193548388,1.5,0,4,49,49
26873168.0,3,1.0,11935.483870967742,81752.68817204301,1.0,0,3,47,47
22518400.0,3,2.5,17956.989247311827,45376.344086021505,2.0,0,3,13,13
16525600.0,3,1.0,16559.139784946237,101612.90322580645,1.0,0,4,55,55
19903360.0,4,2.25,22473.11827956989,79569.89247311828,1.0,0,3,41,41
29782400.0,3,2.0,15161.290322580646,86967.74193548388,1.0,0,3,27,27
25772672.0,3,2.0,14731.182795698925,843096.7741935484,1.0,0,5,50,50
47216000.0,4,2.25,20537.63440860215,55053.76344086022,1.0,0,3,60,60
25641920.0,3,2.0,18043.010752688173,149053.7634408602,1.0,0,3,21,21
16342184.0,3,1.0,10322.58064516129,137043.01075268816,1.0,0,4,38,38
43584000.0,2,1.75,22365.59139784946,140365.59139784946,1.0,1,3,64,64
31780000.0,3,2.25,19247.31182795699,82795.69892473119,1.0,0,4,39,39
41186880.0,3,2.5,27311.827956989247,65516.12903225807,2.0,0,3,15,15
16344000.0,5,1.5,19247.31182795699,125333.33333333333,2.0,0,3,52,52
18523200.0,2,1.0,10107.52688172043,100322.58064516129,1.0,0,3,73,73
26876800.0,2,1.0,9677.41935483871,49462.36559139785,1.0,0,3,63,63
49032000.0,4,1.75,20430.107526881722,94623.6559139785,1.0,0,3,40,40
20702400.0,3,1.0,15483.870967741936,45892.47311827957,1.0,0,3,61,61
22518400.0,3,1.75,22258.064516129034,407569.89247311826,1.0,0,4,41,41
34504000.0,4,2.5,24086.021505376346,77903.2258064516,1.0,0,4,42,42
29782400.0,4,2.5,35698.92473118279,54129.032258064515,2.0,0,4,9,9
65012800.0,4,2.25,20967.74193548387,63978.49462365591,1.0,0,3,67,67
27240000.0,3,1.5,13333.333333333334,83150.5376344086,1.0,0,3,73,73
25351360.0,4,2.5,19677.41935483871,50473.11827956989,2.0,0,3,12,12
47252320.0,3,1.75,18709.677419354837,47311.82795698925,1.5,0,3,112,112
55206400.0,3,1.75,15161.290322580646,162580.64516129033,1.0,0,4,65,65
34867200.0,4,2.75,22043.010752688173,42580.645161290326,1.0,0,4,28,28
50048960.0,4,2.75,34623.655913978495,173602.1505376344,2.0,0,3,21,21
30145600.0,3,1.75,21075.2688172043,53763.44086021505,1.0,0,5,103,103
14164800.0,3,1.75,11505.376344086022,65698.9247311828,1.0,0,4,47,47
23099520.0,5,2.5,30322.58064516129,107053.76344086022,1.0,0,4,47,47
29346560.0,4,3.0,43655.913978494624,383021.5053763441,1.0,0,3,25,25
24693968.0,2,1.0,8602.150537634408,33225.8064516129,1.0,0,4,89,89
15617600.0,3,1.0,13548.387096774193,84913.97849462366,1.0,0,3,35,35
24690336.0,3,2.5,26021.505376344085,79817.20430107527,2.0,0,3,24,24
20702400.0,1,1.5,8709.677419354839,34526.88172043011,2.0,0,4,32,32
39952000.0,3,1.0,17204.301075268817,53763.44086021505,1.5,0,3,67,67
31235200.0,4,1.0,14516.129032258064,96774.19354838709,1.5,0,4,50,50
15908160.0,3,1.0,10430.10752688172,83763.44086021505,1.0,0,3,47,47
40315200.0,2,1.5,19139.78494623656,51075.2688172043,1.0,0,4,67,67
16925120.0,3,2.0,14516.129032258064,82645.16129032258,1.0,0,3,25,25
18014720.0,3,1.75,19784.94623655914,209688.17204301077,1.0,0,4,43,43
32978560.0,5,2.25,27419.354838709678,98924.7311827957,1.0,0,4,40,40
69008000.0,4,2.5,18279.56989247312,47505.37634408602,2.0,0,3,84,15
26077760.0,3,2.5,26129.032258064515,84483.87096774194,2.0,0,5,34,34
29600800.0,5,2.0,29462.36559139785,88494.62365591398,1.5,0,3,52,52
16271360.0,3,1.5,16774.1935483871,78494.62365591398,1.0,0,4,50,50
15254400.0,2,1.0,11182.79569892473,49354.83870967742,1.0,0,3,60,60
18959040.0,4,1.75,19569.89247311828,105634.40860215054,1.0,0,5,47,47
52228160.0,3,3.0,19709.677419354837,18344.086021505376,3.0,0,3,16,16
31961600.0,3,2.5,23225.8064516129,40193.54838709677,2.0,0,3,21,21
38136000.0,3,2.75,22580.645161290322,111419.35483870968,2.0,0,3,16,16
27240000.0,3,1.5,14731.182795698925,104516.12903225806,2.0,0,3,46,46
31089920.0,2,2.5,15204.301075268817,21075.2688172043,2.0,0,3,29,29
71828611.2,5,3.25,44247.31182795699,85053.76344086022,2.0,0,3,0,0
14524368.0,3,1.75,16666.666666666668,66935.48387096774,1.0,0,4,65,65
61017600.0,4,2.25,22580.645161290322,39473.11827956989,1.5,0,3,85,85
20702400.0,3,1.75,12473.118279569893,75333.33333333333,1.0,0,4,22,22
23971200.0,5,2.5,38677.41935483871,53462.36559139785,2.0,0,3,8,8
10714400.0,3,1.5,13225.806451612903,108870.96774193548,1.0,0,3,55,55
23244800.0,4,2.5,23548.387096774193,76612.90322580645,2.0,0,5,36,36
27784800.0,3,1.75,11182.79569892473,96774.19354838709,1.0,0,4,47,47
43293440.0,4,2.25,24408.602150537634,107526.8817204301,1.0,0,5,40,40
15980800.0,4,2.25,20967.74193548387,78279.56989247313,2.0,0,4,35,35
23608000.0,3,2.5,20215.05376344086,73311.82795698925,2.0,0,3,21,21
49391568.0,4,2.5,30645.16129032258,60903.22580645161,2.0,0,3,14,14
12712000.0,2,1.0,12473.118279569893,74311.82795698925,1.0,0,3,68,68
19467520.0,3,1.75,14731.182795698925,108064.51612903226,1.0,1,4,48,48
51937600.0,4,3.5,35053.76344086022,1189021.505376344,2.0,0,3,17,17
43584000.0,7,2.25,34086.021505376346,391225.8064516129,2.0,0,3,46,46
69008000.0,5,2.5,37096.77419354839,385806.4516129032,2.0,0,3,23,23
34504000.0,2,1.75,16021.505376344086,2412193.5483870967,1.0,2,3,31,31
50848000.0,3,1.5,15698.924731182797,843096.7741935484,1.0,0,4,52,52
19976000.0,3,1.75,13978.494623655914,222580.64516129033,1.0,0,3,52,52
26840480.0,3,1.75,13978.494623655914,222580.64516129033,1.0,0,3,53,53
15617600.0,4,2.0,16559.139784946237,81451.6129032258,1.0,0,4,36,36
43108208.0,4,2.25,22903.225806451614,77118.27956989247,2.0,0,4,51,51
36232832.0,2,1.75,14516.129032258064,49612.903225806454,1.0,0,3,6,6
61671360.0,5,3.25,26344.086021505376,70258.06451612903,2.0,0,3,63,0
83626800.0,4,2.5,20860.21505376344,52419.354838709674,2.0,0,4,89,89
59928000.0,5,2.5,31075.2688172043,54946.23655913978,2.0,2,3,11,11
19249600.0,3,1.75,18064.516129032258,105043.01075268818,1.0,0,3,26,26
20702400.0,4,2.25,21075.2688172043,111827.95698924731,1.0,0,4,29,29
17433600.0,3,1.75,17096.774193548386,85279.56989247313,1.0,0,3,35,35
18959040.0,4,1.0,14946.236559139785,190741.93548387097,1.0,0,3,56,56
23971200.0,4,1.75,26236.559139784946,79032.25806451614,1.0,0,3,36,36
18160000.0,4,2.0,19892.47311827957,81290.32258064517,1.0,0,4,36,36
25424000.0,4,2.5,30107.52688172043,102559.13978494624,2.0,0,3,21,21
67555200.0,3,2.5,40645.16129032258,379279.5698924731,1.5,0,3,28,28
19976000.0,3,2.0,20537.63440860215,86559.13978494624,1.0,0,4,34,34
23608000.0,4,2.25,26451.612903225807,81935.48387096774,1.0,0,3,46,46
18523200.0,1,1.0,8709.677419354839,53763.44086021505,1.0,1,3,79,79
40838208.0,3,1.5,20430.107526881722,56451.61290322581,1.0,0,4,72,72
69153280.0,2,1.75,37526.88172043011,956010.752688172,1.0,3,3,34,34
26513600.0,3,2.5,23655.913978494624,79032.25806451614,1.0,0,5,26,26
24181856.0,3,1.5,12795.698924731183,128989.24731182796,1.0,0,4,46,46
52373440.0,3,2.25,21935.483870967742,197419.35483870967,2.0,0,4,32,32
35395656.0,4,2.5,25806.451612903227,42860.215053763444,2.0,0,3,16,16
22518400.0,3,2.5,17956.989247311827,62268.81720430108,2.0,0,3,20,20
17796800.0,2,1.0,10645.161290322581,51612.903225806454,1.0,0,3,107,107
23608000.0,3,1.75,31397.849462365593,113688.17204301075,1.0,0,4,51,51
39952000.0,3,1.75,19784.94623655914,101086.02150537634,1.0,0,3,43,43
25424000.0,2,1.0,9784.94623655914,48387.096774193546,1.5,0,4,108,108
43511360.0,5,2.5,31720.43010752688,777516.1290322581,2.0,0,3,8,8
18882768.0,3,1.5,13333.333333333334,102150.5376344086,1.0,0,4,59,59
17433600.0,4,2.5,21290.322580645163,78107.52688172043,2.0,0,3,18,18
13511040.0,3,1.0,12903.225806451614,108387.09677419355,1.0,0,4,46,46
28692800.0,3,1.5,13763.440860215054,161591.39784946237,1.0,0,3,33,33
34504000.0,4,2.5,33870.967741935485,61903.22580645161,2.0,0,3,10,10
59201600.0,5,3.5,37634.408602150535,116064.51612903226,2.0,0,3,18,18
41550080.0,3,1.5,18064.516129032258,147860.21505376344,1.0,0,4,63,63
30472480.0,3,2.5,14623.655913978495,34279.56989247312,2.0,0,3,28,28
21697568.0,3,2.25,22688.172043010753,79032.25806451614,1.0,0,3,34,34
39879360.0,2,1.0,21870.967741935485,144000.0,1.0,4,5,67,67
20193920.0,3,1.5,20430.107526881722,107462.36559139784,1.0,0,3,55,55
33051200.0,4,2.0,25591.397849462366,48387.096774193546,1.5,0,3,88,0
67192000.0,5,3.5,43548.3870967742,145107.52688172043,1.0,2,4,26,26
33777600.0,2,1.5,12043.010752688173,12913.978494623656,3.0,0,3,16,16
45036800.0,4,4.0,30645.16129032258,31935.483870967742,2.0,0,3,15,15
36312736.0,4,2.25,25376.344086021505,82258.06451612903,1.0,0,3,52,52
45036800.0,5,3.0,27311.827956989247,122817.20430107527,1.0,0,3,53,1
32688000.0,3,1.75,12473.118279569893,65806.45161290323,1.0,0,3,73,73
50121600.0,4,3.5,29139.78494623656,23086.021505376346,2.0,0,3,8,8
137652800.0,5,2.25,33548.3870967742,179268.81720430107,2.0,0,4,45,45
140921600.0,5,2.25,33548.3870967742,179268.81720430107,2.0,0,4,46,46
60472800.0,3,2.0,20107.52688172043,102440.86021505376,1.0,0,4,63,17
17796800.0,3,1.0,10860.21505376344,104064.51612903226,1.0,0,5,59,59
59564800.0,3,2.5,32043.010752688173,203602.1505376344,1.5,0,3,24,24
26804160.0,4,2.75,26021.505376344085,69838.70967741935,2.0,0,3,9,9
76272000.0,4,3.25,41182.79569892473,89580.64516129032,2.0,0,3,0,0
47433920.0,3,3.0,32688.172043010753,54483.87096774194,3.0,2,3,21,21
16028016.0,2,1.75,15698.924731182797,112903.22580645162,1.0,0,3,35,35
21792000.0,5,3.0,20860.21505376344,68333.33333333333,1.0,0,3,7,7
70460800.0,4,3.5,40645.16129032258,215301.0752688172,2.0,2,3,13,13
26150400.0,4,2.5,20967.74193548387,58612.903225806454,2.0,0,3,10,10
48850400.0,3,2.5,26344.086021505376,61935.48387096774,2.0,0,3,15,15
19467520.0,4,1.5,18602.15053763441,75483.87096774194,1.5,0,4,62,62
31961600.0,4,1.5,18172.043010752688,34892.47311827957,1.5,0,3,85,85
101696000.0,3,2.5,27419.354838709678,77419.35483870968,2.0,2,3,33,1
42857600.0,4,2.5,24623.655913978495,119053.76344086022,2.0,0,3,28,28
26077760.0,4,2.25,29139.78494623656,245806.45161290324,1.0,0,4,53,53
19358560.0,4,1.75,20215.05376344086,82064.51612903226,1.0,0,4,36,36
46126400.0,4,2.5,31505.37634408602,93322.58064516129,2.0,0,3,0,0
40605760.0,3,2.5,33440.86021505376,2341935.4838709678,2.0,0,3,13,13
65012800.0,4,2.5,37419.354838709674,419193.5483870968,2.0,0,3,25,25
45400000.0,2,1.5,11935.483870967742,1269322.5806451612,1.0,0,3,54,54
47216000.0,4,2.25,26236.559139784946,100215.05376344085,1.0,0,4,58,58
22700000.0,4,1.75,24516.129032258064,84301.0752688172,1.0,0,3,58,58
16344000.0,3,1.0,9677.41935483871,65580.64516129032,1.0,0,3,70,70
30872000.0,4,1.75,21290.322580645163,90322.58064516129,1.0,0,3,46,46
23971127.36,3,2.75,36129.032258064515,443548.3870967742,1.0,0,4,27,27
41550080.0,5,2.25,25161.290322580644,99193.54838709677,2.0,0,3,41,41
28075360.0,4,2.5,33440.86021505376,54279.56989247312,2.0,0,3,13,13
32833280.0,2,1.0,10537.63440860215,53763.44086021505,1.0,0,3,111,111
20193920.0,4,2.0,15913.978494623656,68000.0,1.0,0,3,71,71
34496736.0,3,2.25,19354.83870967742,469322.5806451613,1.0,0,4,38,38
32688000.0,2,1.75,22903.225806451614,70688.17204301075,1.0,0,3,69,69
44383040.0,2,1.0,13655.913978494624,54838.709677419356,1.0,0,3,114,114
15552224.0,2,2.5,12365.591397849463,22193.548387096773,2.0,0,3,10,10
23026880.0,3,2.5,19784.94623655914,53881.720430107525,2.0,0,3,2,2
72640000.0,4,3.5,34193.54838709677,134709.67741935485,2.0,1,4,36,36
72640000.0,5,2.75,16236.559139784946,61290.32258064516,2.0,1,4,69,69
38136000.0,4,2.5,33010.75268817204,77419.35483870968,2.0,0,3,10,10
31671040.0,3,2.25,19354.83870967742,71827.95698924731,2.0,0,3,31,31
32688000.0,3,1.75,16559.139784946237,98430.10752688172,1.0,0,3,31,31
42748640.0,3,1.75,25053.763440860213,160129.03225806452,1.0,0,3,34,34
24697600.0,4,1.75,15053.763440860215,90043.01075268818,1.0,0,3,62,62
35012480.0,4,2.5,30602.15053763441,918032.2580645161,1.5,0,3,14,14
114408000.0,4,3.5,62688.17204301075,1409849.4623655914,2.0,0,3,9,9
54407360.0,3,2.5,36344.086021505376,76623.6559139785,2.0,0,3,49,11
23971200.0,3,1.5,15483.870967741936,84677.41935483871,1.0,0,4,47,47
41259520.0,3,2.5,18709.677419354837,13752.68817204301,3.0,0,3,6,6
17360960.0,3,1.75,15806.451612903225,95967.74193548388,1.0,0,4,57,57
38353920.0,3,2.5,30215.05376344086,53032.25806451613,2.0,0,3,12,12
27966400.0,4,3.0,22473.11827956989,54860.215053763444,1.0,0,3,20,20
59928000.0,4,3.25,44193.54838709677,152892.47311827957,2.0,2,4,35,35
59201600.0,5,3.25,34731.18279569892,53763.44086021505,2.0,1,3,12,12
45400000.0,4,2.5,27967.74193548387,369193.5483870968,2.0,0,3,19,19
50121600.0,3,1.75,22258.064516129034,64516.12903225807,1.0,3,3,59,59
15254400.0,3,1.0,17849.462365591397,80000.0,1.0,0,3,58,58
43511360.0,4,1.0,17096.774193548386,46021.50537634409,1.5,0,3,91,91
62470400.0,3,1.75,20000.0,60043.01075268817,1.0,0,3,64,64
10692608.0,3,1.0,15268.817204301075,103225.80645161291,1.0,0,4,61,61
34642016.0,3,1.0,13333.333333333334,61913.978494623654,1.5,0,4,105,105
32688000.0,4,2.5,26881.720430107525,389827.9569892473,1.0,0,4,36,36
41404800.0,4,2.5,28387.09677419355,127053.76344086022,2.0,0,3,16,16
41223200.0,3,1.0,15483.870967741936,32903.22580645161,1.5,0,4,104,104
57385600.0,5,3.25,32580.645161290322,219849.4623655914,2.0,2,3,38,38
63560000.0,3,1.5,19569.89247311828,136408.60215053763,1.0,0,4,62,62
35593600.0,3,2.0,23870.967741935485,110483.87096774194,2.0,0,3,34,34
24334400.0,3,1.75,26129.032258064515,98204.30107526881,1.0,0,4,36,36
39952000.0,3,1.75,17956.989247311827,116107.52688172043,1.0,0,4,53,53
27966400.0,3,1.75,12688.172043010753,113344.08602150538,1.0,0,4,33,33
28692800.0,3,1.75,17419.354838709678,86935.48387096774,1.0,0,3,38,38
47216000.0,2,1.0,11075.268817204302,61827.956989247316,1.0,0,5,86,86
46271680.0,4,2.75,31182.795698924732,62397.84946236559,2.0,0,3,8,8
50303200.0,3,2.25,36774.1935483871,106451.6129032258,1.0,0,3,51,10
23419136.0,3,1.75,18387.09677419355,170365.59139784946,1.0,0,4,50,50
16961440.0,3,1.5,16989.247311827956,113086.02150537634,1.0,0,4,57,57
29056000.0,3,2.0,13225.806451612903,122720.43010752689,1.0,0,3,30,30
39734080.0,5,2.5,23655.913978494624,43870.967741935485,1.5,0,5,98,98
37700160.0,5,2.25,27634.40860215054,140365.59139784946,1.0,1,3,64,22
74456000.0,4,3.5,35698.92473118279,213440.86021505378,1.0,2,4,37,37
26513600.0,3,1.0,11720.430107526881,69193.54838709677,1.0,0,4,59,59
50775360.0,5,2.75,31935.483870967742,395881.72043010755,2.0,0,4,37,37
38136000.0,3,1.75,21182.795698924732,86021.50537634408,1.0,0,4,46,46
31235200.0,4,3.0,34623.655913978495,96086.02150537634,2.0,0,3,24,24
23608000.0,3,1.0,17204.301075268817,80645.16129032258,1.0,0,3,48,48
20266560.0,2,1.0,7204.301075268817,67741.93548387097,1.0,0,5,72,72
58475200.0,4,1.75,25376.344086021505,51075.2688172043,2.0,0,5,104,104
30505168.0,3,3.0,23118.279569892475,42602.15053763441,1.5,0,3,66,66
30872000.0,2,1.0,6666.666666666667,47903.22580645161,1.0,0,3,88,88
32397440.0,4,1.75,18602.15053763441,63677.41935483871,2.0,0,5,65,65
33051200.0,5,2.0,26881.720430107525,84516.12903225806,1.0,0,3,52,52
16456592.0,3,1.0,10645.161290322581,47741.93548387097,1.0,0,3,71,71
55496960.0,3,2.0,15268.817204301075,43870.967741935485,1.5,0,5,110,110
31957968.0,3,2.25,23333.333333333332,161290.32258064515,2.0,0,4,37,37
32905920.0,4,2.0,20215.05376344086,54838.709677419356,1.0,0,3,62,62
15977168.0,3,1.0,13978.494623655914,103440.86021505376,1.0,0,3,44,44
51029600.0,3,1.5,25376.344086021505,72580.64516129032,2.0,0,5,88,88
20702400.0,3,1.5,19139.78494623656,131516.12903225806,1.0,0,4,58,58
58021200.0,2,2.25,23225.8064516129,27720.43010752688,3.0,0,3,10,10
23244800.0,2,1.0,10215.053763440861,57161.290322580644,1.0,2,3,66,66
30872000.0,3,1.75,18064.516129032258,157311.82795698926,1.5,0,3,29,29
39225600.0,4,2.5,24623.655913978495,47849.4623655914,2.0,0,3,10,10
76998400.0,4,5.25,44516.12903225807,158677.4193548387,2.0,2,3,9,9
84625600.0,4,3.75,42150.5376344086,48387.096774193546,3.0,0,3,2,2
41840640.0,3,1.75,16129.032258064517,149365.59139784946,1.0,0,4,64,64
38136000.0,3,1.75,18494.62365591398,77419.35483870968,1.0,0,3,38,38
23604368.0,4,2.5,28397.849462365593,92634.40860215054,2.0,0,3,16,16
43584000.0,3,2.5,53010.75268817204,833720.4301075268,2.0,0,3,33,33
33704960.0,3,2.5,26451.612903225807,58064.51612903226,1.0,0,4,13,13
19322240.0,4,2.25,21451.612903225807,76365.59139784946,2.0,0,4,33,33
56296000.0,3,2.5,32365.59139784946,799892.4731182796,2.0,0,3,16,16
30145600.0,3,1.75,13655.913978494624,51612.903225806454,1.0,0,3,62,0
39952000.0,4,2.75,33118.279569892475,72376.3440860215,2.0,3,3,11,11
17070400.0,3,2.25,17956.989247311827,81784.94623655915,2.0,0,3,25,25
20339200.0,3,2.0,15806.451612903225,86978.49462365592,1.0,0,3,27,27
33341760.0,3,1.75,18602.15053763441,83946.23655913978,1.0,0,3,38,38
14164800.0,3,1.0,11505.376344086022,81881.72043010753,1.0,0,4,45,45
17070400.0,3,1.5,17849.462365591397,93956.98924731182,1.0,0,4,55,55
51705152.0,4,2.25,25913.978494623658,179032.25806451612,1.0,0,4,49,49
31961600.0,3,2.5,11182.79569892473,11096.774193548386,3.0,0,3,8,8
37409600.0,2,1.0,10430.10752688172,35483.87096774194,1.0,0,4,99,99
87168000.0,5,2.75,31290.322580645163,101935.48387096774,1.5,0,3,75,75
40678400.0,3,1.75,25161.290322580644,133795.69892473117,1.5,0,4,50,50
24697600.0,3,1.75,20215.05376344086,120956.98924731182,1.0,0,3,29,29
43584000.0,2,1.0,11935.483870967742,37634.408602150535,1.5,0,3,102,102
55496960.0,4,2.5,30000.0,85354.83870967742,2.0,0,3,17,17
24479680.0,4,2.0,17096.774193548386,94397.84946236559,1.0,0,3,13,13
100606400.0,6,2.75,61290.32258064516,215053.7634408602,1.0,4,4,37,37
18087360.0,4,1.0,12903.225806451614,81204.30107526881,1.0,0,3,95,95
25424000.0,3,3.0,34408.602150537634,384752.688172043,1.0,0,3,36,36
19609168.0,3,2.25,16236.559139784946,64516.12903225807,1.0,0,4,22,22
53390400.0,3,1.75,20215.05376344086,1170967.7419354839,1.0,0,3,37,37
94068800.0,4,2.5,33010.75268817204,43010.75268817204,2.0,0,4,75,75
34504000.0,4,2.25,22688.172043010753,81290.32258064517,2.0,0,4,40,40
24624960.0,3,2.0,25268.817204301075,90956.98924731182,1.5,0,3,26,26
43584000.0,4,3.5,35161.290322580644,163010.75268817204,1.0,2,3,18,18
28874400.0,4,1.75,23870.967741935485,51182.79569892473,1.0,0,3,96,96
110776000.0,4,3.5,64408.602150537634,1194387.0967741935,2.0,0,3,10,10
33414400.0,3,2.0,18924.7311827957,97365.59139784946,2.0,0,4,29,29
26876800.0,4,2.75,23655.913978494624,55989.24731182796,1.0,0,5,63,63
18160000.0,4,1.0,16666.666666666668,78451.6129032258,1.5,0,3,58,58
79904000.0,4,3.75,54516.12903225807,646483.8709677419,2.0,0,3,14,14
31235200.0,2,2.25,11182.79569892473,16301.075268817205,2.0,0,3,6,6
78814400.0,3,1.5,27526.88172043011,43010.75268817204,1.5,0,5,87,87
48668800.0,3,1.75,19892.47311827957,87741.93548387097,1.0,0,3,63,63
33526992.0,3,1.5,22473.11827956989,127903.22580645162,1.0,0,3,61,61
34866473.6,3,2.5,21612.90322580645,25655.913978494624,2.0,0,3,0,0
46707520.0,4,2.5,27075.2688172043,50139.78494623656,2.0,0,3,10,10
44092480.0,3,2.75,30215.05376344086,137774.1935483871,2.0,0,3,26,26
45400000.0,3,2.5,27956.989247311827,108516.12903225806,1.0,0,3,30,30
53107104.0,3,2.5,22150.537634408603,94387.09677419355,1.0,0,3,61,4
62397760.0,3,2.5,31397.849462365593,4674494.623655914,2.0,3,4,16,16
31598400.0,4,2.5,22903.225806451614,111559.13978494624,2.0,0,4,28,28
33777600.0,3,3.0,24623.655913978495,167741.93548387097,1.0,0,3,66,24
53753600.0,3,1.0,13225.806451612903,68602.15053763441,1.5,0,3,88,88
53753600.0,3,1.75,21720.43010752688,101913.97849462366,1.0,0,4,53,53
18160000.0,3,2.0,15376.344086021505,78279.56989247313,1.0,0,3,34,34
47651840.0,2,2.5,24408.602150537634,18956.989247311827,3.0,0,3,6,6
21792000.0,4,2.5,20537.63440860215,86645.16129032258,2.0,0,3,22,22
46707520.0,3,1.5,19139.78494623656,2304462.365591398,1.0,0,3,61,61
22591040.0,4,2.5,28924.7311827957,65849.4623655914,2.0,0,3,7,7
26150400.0,3,1.75,14301.075268817205,80451.6129032258,1.0,0,4,39,39
34504000.0,4,2.5,32903.22580645161,107989.24731182796,1.0,0,4,46,46
34137168.0,3,3.25,18924.7311827957,19118.279569892475,3.0,0,3,6,6
17433600.0,3,1.75,16881.720430107525,94086.02150537634,1.0,0,3,54,54
16852480.0,2,1.0,10322.58064516129,87096.7741935484,1.0,0,3,78,78
25424000.0,3,2.0,18064.516129032258,880569.8924731183,1.0,0,3,23,23
58329920.0,2,1.0,15483.870967741936,362870.9677419355,1.5,0,3,87,87
25787200.0,3,2.25,21075.2688172043,75268.81720430107,1.0,0,3,34,34
34504000.0,4,2.0,19247.31182795699,24193.548387096773,1.0,2,4,105,105
59782720.0,3,2.5,27526.88172043011,105645.16129032258,2.0,0,4,27,27
28692800.0,2,1.5,10860.21505376344,32903.22580645161,1.0,0,4,96,96
36247360.0,4,3.75,27526.88172043011,56451.61290322581,2.0,0,3,52,9
30508800.0,2,1.75,12903.225806451614,33720.43010752688,1.0,0,3,111,10
69843360.0,3,2.5,42043.01075268817,150537.63440860214,2.0,0,3,15,15
60509120.0,4,1.75,24301.075268817203,131591.39784946237,1.0,0,3,48,48
34794560.0,3,2.25,22688.172043010753,121709.67741935483,2.0,0,4,36,36
83536000.0,4,2.5,35913.978494623654,112064.51612903226,2.0,0,3,18,18
19394880.0,3,1.0,15053.763440860215,87096.7741935484,1.5,0,3,70,70
40315200.0,4,1.75,18924.7311827957,1016397.8494623656,1.5,0,3,26,26
35593600.0,3,2.5,21612.90322580645,104569.89247311828,2.0,0,4,27,27
44964160.0,4,2.0,24731.182795698925,36559.13978494624,1.5,0,5,99,99
41401168.0,5,2.75,26989.247311827956,303064.51612903224,1.0,0,4,51,51
39879360.0,3,2.0,14408.602150537634,32258.064516129034,2.0,0,5,109,109
30690400.0,3,1.75,16774.1935483871,77903.2258064516,1.5,0,3,52,29
29056000.0,4,3.5,36021.50537634409,104096.7741935484,1.0,1,3,34,34
50303200.0,4,2.75,39892.47311827957,85849.4623655914,2.0,0,3,15,15
22518400.0,4,2.5,26129.032258064515,59129.032258064515,2.0,0,3,12,12
